       mol;    enlace;       Std;       Dip;      Dip2;       Hyd;      Pols;       Mol;       Pol;       Van;       Gas;       Ato;        r2;      pi2h;       b2h;       b2o;       l16
     134.0;      24.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060172;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     135.0;       1.0;       0.0;       0.0;       0.0;   0.23265;       0.0;    5.2695;     2.028;      2.55; -0.137302;   18.0165;    -0.011;     -0.06;    0.0245;      0.03;    0.4785
     135.0;       2.0;      1.38;      0.68;       0.0;   0.05175;       0.0;    3.0005;    1.2065;       1.7; -0.014063;    12.011;     0.034;     0.025;    0.0055;     0.006;     0.484
     135.0;       3.0;      1.33;       0.0;      0.45; -0.133767;  1.643333;     1.978;  0.893833;  1.383333; -0.079787;   10.6745;  0.027667;  0.088333;  0.130667;  0.112667;  0.514167
     135.0;       4.0;      1.34;       0.0;       1.4;     0.046;  1.643333;  2.089667;  0.995333;       1.1; -0.053966;  8.672667;  0.087667;     0.122;  0.130667;  0.112667;  0.472667
     135.0;       5.0;      1.34;       0.0;       1.4; -0.009467;  1.643333;  2.182667;  0.995333;       1.1; -0.047635;  8.672667;  0.127667;  0.128667;     0.137;  0.118667;  0.512667
     135.0;       6.0;       1.4;       0.4;      0.45; -0.105433;     6.015;  2.855667;     1.114;  1.366667; -0.084012; 11.007167;     0.156;  0.189167;    0.2075;     0.213;     0.664
     135.0;       7.0;       1.4;       0.0;       0.0;  0.217067;       0.0;  2.246667;     1.264;  1.133333;  0.095288;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     135.0;       8.0;       0.0;       0.0;       0.0;     -0.26;      8.11;   3.34125;     1.232;      1.25;  -0.06613;  15.02025;   0.06825;   0.01325;     0.096;   0.10225;     0.456
     135.0;       9.0;       0.0;       0.0;       0.0;   -0.3345;    19.165;   2.61865;     1.319;       2.0; -0.135571;  24.01575;  -0.06875;   0.22775;    0.2225;   0.22825;     0.495
     135.0;      10.0;       0.0;       0.0;       0.0;   -0.3345;    19.165;   2.61865;     1.319;       2.0; -0.135571;  24.01575;  -0.06875;   0.22775;    0.2225;   0.22825;     0.495
     135.0;      11.0;       0.0;      2.95;       0.8;    0.0625;     2.095;   2.73225;     1.382;  1.016667;  0.094752; 12.020417;   0.03225; -0.108583;   -0.1115;  -0.11075;     0.208
     135.0;      12.0;       1.4;       0.0;       0.0;   0.14215;       0.0;     2.566;      1.58;  1.416667;  0.008304; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     135.0;      13.0;       1.4;       0.0;       0.0;   0.14215;       0.0;     2.566;      1.58;  1.416667;  0.008304; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     135.0;      14.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.051266;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     135.0;      15.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.061541;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     135.0;      16.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.061541;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     135.0;      17.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.051266;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     135.0;      18.0;       0.0;      2.95;       0.8;    0.0625;     2.095;   2.73225;     1.382;  1.016667;  0.100539; 12.020417;     0.151;  0.188167;   0.01775;   0.01725;    0.4465
     135.0;      19.0;       1.4;       0.0;       0.0;    0.1616;       0.0;  2.339667;     1.264;  1.133333;  0.090686;  8.007333;      0.16;     0.074;  0.006333;     0.006;     0.456
     135.0;      20.0;       0.0;       0.0;       0.0;   -0.3345;    19.165;   2.61865;     1.319;       2.0; -0.165289;  24.01575;      0.05;    0.5245;   0.35175;   0.35625;    0.7335
     135.0;      21.0;       0.0;       0.0;       0.0;   -0.3345;    19.165;   2.61865;     1.319;       2.0; -0.165289;  24.01575;      0.05;    0.5245;   0.35175;   0.35625;    0.7335
     135.0;      22.0;       0.0;      2.95;       0.8;    0.0625;     2.095;   2.73225;     1.382;  1.016667;   0.07697; 12.020417;     0.151;  0.188167;   0.01775;   0.01725;    0.4465
     135.0;      23.0;       1.4;       0.0;       0.0;   0.14215;       0.0;     2.566;      1.58;  1.416667;  0.002532; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     135.0;      24.0;       1.4;       0.0;       0.0;   0.14215;       0.0;     2.566;      1.58;  1.416667;  0.002532; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     135.0;      25.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.050446;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     135.0;      26.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.046024; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     135.0;      27.0;       0.0;      0.68;       0.0;  0.129853;       0.0;  3.633667;     1.693;  2.266667; -0.056789; 16.014667;    -0.044; -0.041333;     0.007;       0.0;     0.529
     135.0;      28.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.046024; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     135.0;      29.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.050446;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     135.0;      30.0;      1.34;       0.0;       1.4;  -0.06345;     6.445;  2.549667;     1.147;  1.366667; -0.077508; 11.007167;     0.123;  0.151833;  0.166833;     0.156;     0.535
     135.0;      31.0;       1.4;       0.0;       0.0;     0.197;       0.0;  2.897333;     1.264;  1.133333;  0.097229;  8.007333;       0.2;  0.080667;  0.012667;     0.012;     0.496
     135.0;      32.0;      1.34;       0.0;       1.4;  -0.06345;     6.445;  2.549667;     1.147;  1.366667; -0.090788; 11.007167;     0.123;  0.151833;  0.166833;     0.156;     0.535
     135.0;      33.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667;  0.012781; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     135.0;      34.0;       1.4;       0.0;       0.0;     0.197;       0.0;  2.897333;     1.264;  1.133333;  0.060265;  8.007333;       0.2;  0.080667;  0.012667;     0.012;     0.496
     135.0;      35.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.04707;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     135.0;      36.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.059964;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     135.0;      37.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.047037;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     135.0;      38.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667;   0.01334; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     135.0;      39.0;      1.34;       0.0;       1.4;  -0.06345;     6.445;  2.549667;     1.147;  1.366667; -0.082812; 11.007167;     0.123;  0.151833;  0.166833;     0.156;     0.535
     135.0;      40.0;      1.34;       0.0;       1.4;  -0.06345;     6.445;  2.549667;     1.147;  1.366667; -0.059127; 11.007167;     0.123;  0.151833;  0.166833;     0.156;     0.535
     136.0;       1.0;       0.0;       0.0;       0.0;   0.23265;       0.0;    5.2695;     2.028;      2.55; -0.105766;   18.0165;    -0.011;     -0.06;    0.0245;      0.03;    0.4785
     136.0;       2.0;      1.45;       0.0;       0.0; -0.015217;       0.0;    3.4255;  1.126667;  1.416667;  0.050987; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     136.0;       3.0;      1.22;       2.4;       2.4;  0.020133;     17.07;    1.8905;  1.019667;  2.116667; -0.227727; 20.002667;     0.019;  0.403667;     0.334;     0.339;     0.703
     136.0;       4.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;  0.069072;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     136.0;       5.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.017729; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     136.0;       6.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.014107; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     136.0;       7.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.052038;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     136.0;       8.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.032943; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     136.0;       9.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667;  -0.03331; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     136.0;      10.0;       1.4;       0.0;       0.0;     0.197;       0.0;  2.897333;     1.264;  1.133333; -0.012008;  8.007333;       0.2;  0.080667;  0.012667;     0.012;     0.496
     136.0;      11.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.058006;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     136.0;      12.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.06163;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     136.0;      13.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.057994;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     136.0;      14.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.033069; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     136.0;      15.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.027482; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     137.0;       1.0;       0.0;       0.0;       0.0;    0.2431;       0.0;     4.948;  1.802667;  2.266667; -0.108187; 16.014667;     0.015; -0.051333;     0.019;     0.024;     0.452
     137.0;       2.0;      1.46;       0.0;       0.0;  0.133333;       0.0;  2.604667;  1.082667;  1.133333; -0.016073;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     137.0;       3.0;      1.46;      0.68;       0.0;     0.088;       0.0;     2.246;  0.804333;  1.133333; -0.004179;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
     137.0;       4.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.029529; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     137.0;       5.0;       1.4;       0.0;       0.0;  0.090667;       0.0;  2.339333;     1.264;  1.133333;   0.01986;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     137.0;       6.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.055825;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     137.0;       7.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.038679;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     137.0;       8.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.032465; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     137.0;       9.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.465001; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     137.0;      10.0;       1.4;       0.0;       0.0;  0.226567;       0.0;     2.454;     1.264;  1.133333;  0.064707;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     137.0;      11.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;  0.081869;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     137.0;      12.0;      1.22;       2.4;       2.4;  0.020133;     17.07;    1.8905;  1.019667;  2.116667; -0.233837; 20.002667;     0.019;  0.403667;     0.334;     0.339;     0.703
     137.0;      13.0;      1.46;      0.68;       0.0; -0.092767;       0.0;      2.48;  0.804333;  1.133333;  0.090675;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
     137.0;      14.0;      1.46;      0.68;       0.0; -0.092767;       0.0;      2.48;  0.804333;  1.133333;  0.092555;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
     137.0;      15.0;      1.46;       0.0;       0.0;       0.0;       0.0;     1.622;  0.707333;  1.133333;   0.04056;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     137.0;      16.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667; -0.233822; 20.002667;     0.019;  0.403667;     0.334;     0.339;     0.703
     137.0;      17.0;      1.52;      0.68;       0.0; -0.144042;       0.0;   2.35175;  0.715917;  0.991667;  0.108276;  7.006417;   0.10675;  0.051417;   0.00925;   0.01175;   0.31875
     137.0;      18.0;       0.0;      0.86;       0.7; -0.340575;     20.23;   1.50655;   0.90225;     1.975; -0.326981;  19.00175;   0.10775;   0.26475;   0.31625;   0.32275;   0.78275
     137.0;      19.0;      1.52;      0.68;       0.0;  0.000425;       0.0;   1.85375;  0.715917;  0.991667;  0.096528;  7.006417;   0.10675;  0.051417;   0.00925;   0.01175;   0.31875
     137.0;      20.0;      1.52;       0.0;       0.0; -0.051275;       0.0;   1.49375;  0.618917;  0.991667;  0.064368;  7.006417;  0.076417;   0.02975;  0.012917;  0.018417;  0.260417
     137.0;      21.0;       0.0;      0.86;       0.7;   -0.2376;     20.23;    1.9948;  1.087667;  2.116667; -0.458281; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     137.0;      22.0;      1.34;       0.0;       0.0;    0.1034;       0.0;     2.342;  0.901333;  1.133333;   0.09104;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     137.0;      23.0;      1.46;       0.0;       0.0; -0.041067;       0.0;      2.84;  0.901333;  1.133333;  0.126723;  8.007333;      0.06;     0.092; -0.095667; -0.097333;     0.409
     137.0;      24.0;      1.46;       0.0;       0.0; -0.041067;       0.0;      2.84;  0.901333;  1.133333;  0.104581;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     137.0;      25.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667;  -0.18411; 20.002667;    -0.041;  0.428333;  0.238333;  0.241667;     0.696
     137.0;      26.0;       0.0;       0.4;      0.45; -1.111767;     26.02;     3.931;  1.414667;  2.166667; -0.280225; 18.010667;     0.085;  0.233333;  0.385333;  0.388667;     0.982
     137.0;      27.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667; -0.229012; 20.002667;     0.019;  0.403667;     0.334;     0.339;     0.703
     137.0;      28.0;      1.46;      0.68;       0.0; -0.161133;       0.0;  2.579333;  0.804333;  1.133333;  0.090434;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
     137.0;      29.0;       1.4;       0.4;      0.45;   -0.1746;      1.08;  1.523333;     0.675;       1.1; -0.072246;  8.672667;     0.103;  0.119667;  0.221333;     0.225;     0.283
     137.0;      30.0;      1.46;       0.0;       0.0; -0.068367;       0.0;  1.721333;  0.707333;  1.133333;  0.044733;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     137.0;      31.0;       0.0;       0.4;      0.45; -0.309733;      1.08;     3.366;  1.382333;  2.233333; -0.112618;     16.68; -0.030667;  0.032667;  0.224667;  0.218333;  0.454333
     137.0;      32.0;       0.0;       0.4;      0.45; -0.309733;      1.08;     3.366;  1.382333;  2.233333; -0.112618;     16.68; -0.030667;  0.032667;  0.224667;  0.218333;  0.454333
     137.0;      33.0;      1.46;       0.0;       0.0; -0.068367;       0.0;  1.721333;  0.707333;  1.133333;  0.040783;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     137.0;      34.0;       0.0;      0.86;       0.7; -0.357667;     20.23;  1.734133;  0.990667;  2.116667; -0.368464; 20.002667;  0.090667;     0.259;  0.310667;  0.317667;  0.821667
     137.0;      35.0;      1.46;       0.0;       0.0; -0.068367;       0.0;  1.721333;  0.707333;  1.133333;  0.032696;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     138.0;       1.0;       0.0;       0.0;       0.0;    0.2068;       0.0;     4.684;  1.802667;  2.266667; -0.093691; 16.014667;     0.015; -0.051333;     0.019;     0.024;     0.452
     138.0;       2.0;      1.46;       0.0;       0.0; -0.041067;       0.0;      2.84;  0.901333;  1.133333;  0.055736;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     138.0;       3.0;      1.46;      0.68;       0.0;    0.0517;       0.0;     1.982;  0.804333;  1.133333;  0.002883;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
     138.0;       4.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667; -0.236031; 20.002667;     0.019;  0.403667;     0.334;     0.339;     0.703
     138.0;       5.0;      1.52;      0.68;       0.0; -0.092767;       0.0;   2.27725;  0.715917;  0.991667;  0.086718;  7.006417;   0.10675;  0.051417;   0.00925;   0.01175;   0.31875
     138.0;       6.0;      1.52;       0.0;       0.0; -0.068367;       0.0;  1.518583;  0.618917;  0.991667;   0.05562;  7.006417;  0.076417;   0.02975;  0.012917;  0.018417;  0.260417
     138.0;       7.0;      1.52;       0.0;       0.0;       0.0;       0.0;   1.41925;  0.618917;  0.991667;   0.02585;  7.006417;  0.076417;   0.02975;  0.012917;  0.018417;  0.260417
     138.0;       8.0;      1.54;       0.0;       0.0; -0.051275;       0.0;     1.291;    0.5305;      0.85;  0.074453;    6.0055;    0.0935;    0.0355;    0.0185;    0.0235;    0.2215
     138.0;       9.0;       0.0;      0.86;       0.7; -0.357667;     20.23;  1.734133;  0.990667;  2.116667; -0.364748; 20.002667;  0.090667;     0.259;  0.310667;  0.317667;  0.821667
     138.0;      10.0;      1.46;       0.0;       0.0; -0.068367;       0.0;  1.721333;  0.707333;  1.133333;  0.031147;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     138.0;      11.0;      1.45;       0.0;       0.0;   0.07205;       0.0;    2.0625;  0.884167;  1.416667; -0.017008; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     138.0;      12.0;      1.38;       0.0;       0.0;    0.1441;       0.0;     2.503;     1.061;       1.7; -0.045584;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     138.0;      13.0;      1.45;       0.0;       0.0;   0.07205;       0.0;    2.0625;  0.884167;  1.416667; -0.027199; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     138.0;      14.0;      1.52;       0.0;       0.0;       0.0;       0.0;   1.41925;  0.618917;  0.991667;  0.003539;  7.006417;  0.076417;   0.02975;  0.012917;  0.018417;  0.260417
     138.0;      15.0;      1.46;       0.0;       0.0;  -0.10175;       0.0;   1.98475;   0.79575;     1.275;  0.036248;   9.00825;   0.04675;   0.01775;   0.00925;   0.01175;   0.36025
     138.0;      16.0;      1.52;       0.0;       0.0;       0.0;       0.0;   1.41925;  0.618917;  0.991667;   4.2e-05;  7.006417;  0.076417;   0.02975;  0.012917;  0.018417;  0.260417
     138.0;      17.0;      1.52;       0.0;       0.0; -0.068367;       0.0;  1.518583;  0.618917;  0.991667;  0.027666;  7.006417;  0.076417;   0.02975;  0.012917;  0.018417;  0.260417
     138.0;      18.0;      1.33;      0.86;       0.7;  -0.13595;     4.615;     1.919;     0.849;     1.625; -0.144724;    14.005;     0.007;    0.0925;    0.1055;     0.113;    0.4295
     138.0;      19.0;      1.43;      0.86;       0.7; -0.085475;     4.615;   1.22525;   0.58375;       1.2;  -0.12883;  11.00225;   0.05375;   0.11025;   0.11475;   0.12475;   0.29075
     138.0;      20.0;       0.0;      0.86;       0.7; -0.340575;     20.23;   1.50655;   0.90225;     1.975; -0.319226;  19.00175;   0.10775;   0.26475;   0.31625;   0.32275;   0.78275
     138.0;      21.0;      1.46;       0.0;       0.0;  0.020775;       0.0;   1.93425;   0.79575;     1.275;  0.048494;   9.00825;   0.04675;   0.01775;   0.00925;   0.01175;   0.36025
     138.0;      22.0;      1.45;       0.0;       0.0;   0.07205;       0.0;    2.0625;  0.884167;  1.416667; -0.003605; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     138.0;      23.0;      1.52;       0.0;       0.0;       0.0;       0.0;   1.41925;  0.618917;  0.991667; -0.014708;  7.006417;  0.076417;   0.02975;  0.012917;  0.018417;  0.260417
     138.0;      24.0;       0.0;       0.0;       0.0;    0.1441;       0.0;   3.11125;   1.32625;     2.125; -0.067508;  15.01375;  -0.05725;  -0.05725;   0.01625;   0.01175;   0.43175
     138.0;      25.0;       0.0;       0.0;       0.0;    0.1441;       0.0;   3.11125;   1.32625;     2.125; -0.067508;  15.01375;  -0.05725;  -0.05725;   0.01625;   0.01175;   0.43175
     138.0;      26.0;      1.46;       0.0;       0.0;   0.07205;       0.0;   1.85975;   0.79575;     1.275; -0.030569;   9.00825;   0.04675;   0.01775;   0.00925;   0.01175;   0.36025
     138.0;      27.0;      1.38;       0.0;       0.0;    0.1441;       0.0;     2.503;     1.061;       1.7;  -0.03559;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     138.0;      28.0;      1.45;       0.0;       0.0;  0.003683;       0.0;  2.161833;  0.884167;  1.416667;  0.007894; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     138.0;      29.0;       0.0;      0.86;       0.7; -0.357667;     20.23;  1.734133;  0.990667;  2.116667; -0.371628; 20.002667;  0.090667;     0.259;  0.310667;  0.317667;  0.821667
     139.0;       1.0;       0.0;       0.4;      0.45;   -0.2884;       0.0;    2.8181;     1.302;       2.1; -0.014182;  15.51275;    -0.049;   0.00575;   0.17025;   0.16375;     0.421
     139.0;       2.0;       0.0;       0.4;      0.45;   -0.2884;       0.0;    2.8181;     1.302;       2.1; -0.014182;  15.51275;    -0.049;   0.00575;   0.17025;   0.16375;     0.421
     139.0;       3.0;       0.0;       0.4;      0.45;  -0.18665;       0.0;    1.4416;    0.7715;      1.25; -0.041165;   9.50725;     0.055;   0.08075;   0.16325;   0.16375;    0.3495
     139.0;       4.0;       0.0;       0.4;      0.45;  -0.18665;       0.0;    1.4416;    0.7715;      1.25; -0.041165;   9.50725;     0.055;   0.08075;   0.16325;   0.16375;    0.3495
     139.0;       5.0;      1.38;       0.0;       0.0;   -0.0297;       0.0;     2.628;     1.061;       1.7;  0.057919;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     139.0;       6.0;      1.45;       0.0;       0.0;  0.003683;       0.0;  2.161833;  0.884167;  1.416667;  0.054532; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     139.0;       7.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.193086; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     139.0;       8.0;      1.45;       0.0;       0.0;  0.003683;       0.0;  2.161833;  0.884167;  1.416667;  0.054532; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     139.0;       9.0;      1.36;      0.86;       0.7; -0.126967;     4.615;    2.2115;  0.769167;  1.341667; -0.124691; 12.003167; -0.030667;    0.0175;  0.036833;  0.038667;      0.05
     139.0;      10.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667; -0.145238; 20.002667; -0.078667;     0.295;  0.265333;  0.264667;     0.365
     139.0;      11.0;      1.46;      0.68;       0.0;    -0.053;       0.0;  2.529667;  0.804333;  1.133333;  0.141529;  8.007333;    -0.008;    -0.063;    -0.065; -0.067667;  0.019667
     139.0;      12.0;      1.46;      0.68;       0.0;    0.0851;       0.0;  2.030333;  0.985667;  1.133333;  0.025826;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
     139.0;      13.0;      1.46;      0.68;       0.0;    0.0851;       0.0;  2.030333;  0.985667;  1.133333;  0.025826;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
     139.0;      14.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.038716; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     139.0;      15.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.038716; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     139.0;      16.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.059894;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     139.0;      17.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.062102;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     139.0;      18.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.062102;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     139.0;      19.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.059894;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     139.0;      20.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.038716; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     139.0;      21.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.038716; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     139.0;      22.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.059894;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     139.0;      23.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.062102;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     139.0;      24.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.062102;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     139.0;      25.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.059894;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     139.0;      26.0;      1.38;       0.0;       0.0;   -0.0297;       0.0;     2.628;     1.061;       1.7;  0.057919;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     140.0;       1.0;       0.0;       0.0;       0.0;  0.183867;       0.0;  3.363667;  1.414667;  2.266667; -0.023288; 16.014667; -0.074333;    -0.063;  0.010667;  0.006667;  0.470667
     140.0;       2.0;      1.32;       0.4;      0.45; -0.315033;     6.015;  1.947167;  0.835667;  1.366667;  -0.15526; 11.007167;  0.098667;    0.1445;  0.274167;  0.278167;  0.433667
     140.0;       3.0;      1.46;      0.68;       0.0;    0.0851;       0.0;  2.030333;  0.985667;  1.133333;  0.008539;  8.007333;  0.089667;  0.045667;  0.003667;  0.006667;  0.357667
     140.0;       4.0;       1.4;       0.4;      0.45; -0.447567;     6.015;    2.7555;  0.932667;  1.366667;  -0.08512; 11.007167;     0.069;  0.190833;  0.174833;  0.174167;     0.485
