       mol;    enlace;       Std;       Dip;      Dip2;       Hyd;      Pols;       Mol;       Pol;       Van;       Gas;       Ato;        r2;      pi2h;       b2h;       b2o;       l16
     246.0;      18.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.001829; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     246.0;      19.0;       1.4;       0.0;       0.0;  0.143833;       0.0;  2.618333;     1.264;  1.133333;  0.048888;  8.007333;      0.16;     0.074;  0.006333;     0.006;     0.456
     246.0;      20.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;  0.106107;  8.007333;      0.06;     0.092; -0.095667; -0.097333;     0.409
     246.0;      21.0;      1.34;       0.0;       1.4; -0.009467;  1.643333;  2.182667;  0.995333;       1.1; -0.080048;  8.672667;  0.127667;  0.128667;     0.137;  0.118667;  0.512667
     246.0;      22.0;      1.33;       0.0;      0.45; -0.133767;  1.643333;     1.978;  0.893833;  1.383333; -0.086133;   10.6745;  0.027667;  0.088333;  0.130667;  0.112667;  0.514167
     246.0;      23.0;      1.38;       0.0;       0.0;  -0.12755;       0.0;    2.6205;     1.061;       1.7;  0.038934;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     246.0;      24.0;       0.0;       0.4;      0.45;  -0.45655;     6.015;     2.463;    1.0125;      1.65; -0.157197;    13.009;     0.069;    0.1325;    0.2705;    0.2715;    0.5335
     246.0;      25.0;       1.4;       0.4;      0.45; -0.447567;     6.015;    2.7555;  0.932667;  1.366667;  -0.09074; 11.007167;     0.069;  0.190833;  0.174833;  0.174167;     0.485
     246.0;      26.0;      1.22;       2.4;       2.4;  0.020133;     17.07;    1.8905;  1.019667;  2.116667; -0.184881; 20.002667;    -0.041;  0.428333;  0.238333;  0.241667;     0.696
     246.0;      27.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.053973;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     247.0;       1.0;       0.0;      0.86;       0.7;  -0.41325;     4.615;     3.344;    1.3795;     2.475; -0.168712;   20.0105;    -0.097;    0.0175;    0.1125;     0.113;     0.501
     247.0;       2.0;      1.36;      0.86;       0.7; -0.028517;     4.615;  1.875333;    0.9505;  1.341667; -0.192913; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
     247.0;       3.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.047677; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     247.0;       4.0;       1.4;       0.0;       0.0;  0.362467;       0.0;  2.568667;     1.264;  1.133333;  0.107153;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     247.0;       5.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.014222; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     247.0;       6.0;       1.4;       0.0;       0.0;  0.090667;       0.0;  2.339333;     1.264;  1.133333; -0.004975;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     247.0;       7.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667;  0.018751; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     247.0;       8.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  0.000269; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     247.0;       9.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;  0.036169;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     247.0;      10.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.050498; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     247.0;      11.0;      1.36;      0.86;       0.7; -0.028517;     4.615;  1.875333;    0.9505;  1.341667; -0.192786; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
     247.0;      12.0;       0.0;      0.86;       0.7;  -0.41325;     4.615;     3.344;    1.3795;     2.475; -0.168705;   20.0105;    -0.097;    0.0175;    0.1125;     0.113;     0.501
     247.0;      13.0;      1.32;       0.9;       1.4; -0.000967;      6.18;     2.883;  0.965667;  1.366667; -0.053275; 11.007167;    0.1185;  0.096167;       0.1;     0.101;    0.0905
     247.0;      14.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;   0.03366;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     247.0;      15.0;       0.0;       0.0;       0.0;    -0.263;    12.195;    2.3005;     0.997;       1.6; -0.209148;    14.007;    0.1275;     0.195;    0.3705;    0.3725;    0.1665
     247.0;      16.0;       1.4;       0.4;      0.45; -0.447567;     6.015;    2.7555;  0.932667;  1.366667; -0.041769; 11.007167;     0.069;  0.190833;  0.174833;  0.174167;     0.485
     247.0;      17.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667; -0.191471; 20.002667;    -0.041;  0.428333;  0.238333;  0.241667;     0.696
     247.0;      18.0;      1.45;      0.68;       0.0; -0.118567;       0.0;     2.913;  0.981167;  1.416667;  0.108476; 10.009167;       0.0;  0.058333; -0.095667; -0.097333;    0.4505
     247.0;      19.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.024442; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     247.0;      20.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.024442; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     247.0;      21.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.04459;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     247.0;      22.0;       1.4;       0.0;       0.0;  0.233017;       0.0;  3.030667;      1.58;  1.416667; -0.008785; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     247.0;      23.0;       0.0;       0.4;      0.45; -0.873033;     26.02;  4.182667;     1.596;  2.166667; -0.388264; 18.010667;     0.223;  0.416667;     0.275;     0.326;     1.157
     247.0;      24.0;       1.4;       0.0;       0.0;  0.233017;       0.0;  3.030667;      1.58;  1.416667; -0.008785; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     247.0;      25.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.04459;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     248.0;       1.0;       0.0;      0.68;       0.0;  0.051333;       0.0;     4.172;  1.511667;  2.266667;  0.086949; 16.014667;    -0.104; -0.016667; -0.088667; -0.097333;     0.522
     248.0;       2.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667; -0.203341; 20.002667;    -0.041;  0.428333;  0.238333;  0.241667;     0.696
     248.0;       3.0;       1.4;       0.4;      0.45; -0.447567;     6.015;    2.7555;  0.932667;  1.366667; -0.105878; 11.007167;     0.069;  0.190833;  0.174833;  0.174167;     0.485
     248.0;       4.0;       0.0;       0.4;      0.45;  -0.45655;     6.015;     2.463;    1.0125;      1.65; -0.167273;    13.009;     0.069;    0.1325;    0.2705;    0.2715;    0.5335
     248.0;       5.0;      1.38;       0.0;       0.0;  -0.12755;       0.0;    2.6205;     1.061;       1.7;   0.00677;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     248.0;       6.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667; -0.009721; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     248.0;       7.0;       1.4;       0.0;       0.0;  0.090667;       0.0;  2.339333;     1.264;  1.133333;  0.002082;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     248.0;       8.0;       1.4;       0.0;       0.0;  0.143833;       0.0;  2.618333;     1.264;  1.133333; -0.004782;  8.007333;      0.16;     0.074;  0.006333;     0.006;     0.456
     248.0;       9.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667;  0.014307; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     248.0;      10.0;      1.34;       0.0;       1.4; -0.116617;     7.895;  2.270667;     1.177;  1.366667; -0.171097; 11.007167;     0.045;  0.144167;     0.158;    0.1335;     0.833
     248.0;      11.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667; -0.007577; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     248.0;      12.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.043368; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     248.0;      13.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.043368; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     248.0;      14.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060316;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     248.0;      15.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.062115;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     248.0;      16.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.062115;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     248.0;      17.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060316;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     248.0;      18.0;      1.34;       0.0;       1.4;  -0.06345;     7.895;  2.549667;     1.177;  1.366667; -0.163653; 11.007167;     0.085;  0.150833;  0.164333;    0.1395;     0.873
     248.0;      19.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667; -0.003713; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     248.0;      20.0;       1.4;       0.0;       0.0;     0.197;       0.0;  2.897333;     1.264;  1.133333;  0.016261;  8.007333;       0.2;  0.080667;  0.012667;     0.012;     0.496
     248.0;      21.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.049077;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     248.0;      22.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.060834;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     248.0;      23.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7;  -0.05703;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     248.0;      24.0;       1.4;       0.0;       0.0;   0.17755;       0.0;  3.123667;      1.58;  1.416667;   -0.0253; 10.009167;     0.134;  0.065333;  0.011833;     0.012;    0.4825
     249.0;       1.0;       0.0;      0.86;       0.7;  -0.41325;     4.615;     3.344;    1.3795;     2.475; -0.168722;   20.0105;    -0.097;    0.0175;    0.1125;     0.113;     0.501
     249.0;       2.0;      1.36;      0.86;       0.7; -0.028517;     4.615;  1.875333;    0.9505;  1.341667; -0.193098; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
     249.0;       3.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.045657; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     249.0;       4.0;       1.4;       0.0;       0.0;  0.362467;       0.0;  2.568667;     1.264;  1.133333;  0.105964;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     249.0;       5.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.031322;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     249.0;       6.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  -0.01655; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     249.0;       7.0;      1.46;       0.0;       0.0;  0.133333;       0.0;  2.604667;  1.082667;  1.133333;   0.05317;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     249.0;       8.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  0.004425; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     249.0;       9.0;      1.31;       0.0;       0.0;   0.16555;       0.0;    3.1915;  1.126667;  1.416667;  0.060972; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     249.0;      10.0;      1.36;      0.86;       0.7;  -0.12175;     4.615;     2.026;  0.769167;  1.341667;  -0.18168; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
     249.0;      11.0;      1.45;       0.0;       0.0; -0.015217;       0.0;    3.4255;  1.126667;  1.416667;  0.080416; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     249.0;      12.0;      1.22;       2.4;       2.4;  0.020133;     17.07;    1.8905;  1.019667;  2.116667; -0.223308; 20.002667;     0.019;  0.403667;     0.334;     0.339;     0.703
     249.0;      13.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;  0.101087;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     249.0;      14.0;       1.4;       0.0;       0.0;  0.226567;       0.0;     2.454;     1.264;  1.133333;  0.080134;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     249.0;      15.0;       1.4;       0.0;       0.0;  0.226567;       0.0;     2.454;     1.264;  1.133333;  0.084084;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     249.0;      16.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.462321; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     249.0;      17.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.055958; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     249.0;      18.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.052231; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     249.0;      19.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.466833; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     249.0;      20.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;   0.05269; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     249.0;      21.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.060368; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     249.0;      22.0;      1.36;      0.86;       0.7; -0.028517;     4.615;  1.875333;    0.9505;  1.341667;  -0.17924; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
     249.0;      23.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.049961; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     249.0;      24.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.451616; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     250.0;       1.0;      1.22;       2.4;       2.4;  0.020133;     17.07;    1.8905;  1.019667;  2.116667; -0.183635; 20.002667;  0.032667;  0.344667;  0.302333;  0.326333;     0.495
     250.0;       2.0;       1.4;       0.4;      0.45; -0.352167;     6.015;     3.169;  0.932667;  1.366667; -0.075427; 11.007167;  0.169667;  0.130167;  0.175833;  0.200333;     0.456
     250.0;       3.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;   0.10113;  8.007333;  0.133667;  0.008333; -0.031667; -0.012667;     0.208
     250.0;       4.0;      1.32;       0.4;      0.45; -0.105433;     6.015;  2.855667;     1.114;  1.366667; -0.144397; 11.007167;     0.156;  0.189167;    0.2075;     0.213;     0.664
     250.0;       5.0;       1.4;       0.0;       0.0;  0.233017;       0.0;  3.030667;      1.58;  1.416667; -0.002643; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     250.0;       6.0;       1.4;       0.0;       0.0;    0.2444;       0.0;     2.657;     1.264;  1.133333;  0.018321;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     250.0;       7.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.049021;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
